ItemType,Title,Author,CopyrightDate,AccessionedDate,OwningLibrary,ReplacementPrice,MissingStatus,MissingDate,CallNumber,Barcode,Bib Marc Tag Number,Bib Marc Subfield Name,Bib Marc Subfield Data
BOOK,Clean7 : supercharge the body's natural ability to heal itself : the one-week breakthrough detox program /,"Junger, Alejandro,",2019,11/15/19,Distribution Facility,$14.14 ,CHECKEDOUT,1/31/20,613 JUNG,213331416,300,c,24 cm
BOOK,The clutter remedy : a guide to getting organized for those who love their stuff /,"Stone, Marla,",2019,11/15/19,Distribution Facility,$9.33 ,HOLDS-HOLL,2/4/20,648.5 STON,213336449,300,a,163 pages ;
BOOK,The clutter remedy : a guide to getting organized for those who love their stuff /,"Stone, Marla,",2019,11/15/19,Distribution Facility,$9.33 ,HOLDS-HOLL,2/4/20,648.5 STON,213336449,300,c,22 cm
BOOK,The clutter remedy : a guide to getting organized for those who love their stuff /,"Stone, Marla,",2019,11/15/19,Distribution Facility,$9.33 ,CHECKEDOUT,1/8/20,648.5 STON,213336431,300,a,163 pages ;
BOOK,The clutter remedy : a guide to getting organized for those who love their stuff /,"Stone, Marla,",2019,11/15/19,Distribution Facility,$9.33 ,CHECKEDOUT,1/8/20,648.5 STON,213336431,300,c,22 cm
BOOK,The clutter remedy : a guide to getting organized for those who love their stuff /,"Stone, Marla,",2019,11/15/19,Ruth Holley Library,$9.33 ,CHECKEDOUT,1/29/20,648.5 STON,213336456,300,a,163 pages ;
BOOK,The clutter remedy : a guide to getting organized for those who love their stuff /,"Stone, Marla,",2019,11/15/19,Ruth Holley Library,$9.33 ,CHECKEDOUT,1/29/20,648.5 STON,213336456,300,c,22 cm
BOOK,Color harmony for artists : how to transform inspiration into beautiful watercolor palettes and paintings /,"Calderon, Ana Victoria,",2020,11/15/19,Distribution Facility,$14.62 ,CHECKEDOUT,1/16/20,751.422 CALD,213338106,300,a,143 pages :
BOOK,Color harmony for artists : how to transform inspiration into beautiful watercolor palettes and paintings /,"Calderon, Ana Victoria,",2020,11/15/19,Distribution Facility,$14.62 ,CHECKEDOUT,1/16/20,751.422 CALD,213338106,300,c,28 cm
BOOK,Color harmony for artists : how to transform inspiration into beautiful watercolor palettes and paintings /,"Calderon, Ana Victoria,",2020,11/15/19,Distribution Facility,$14.62 ,CHECKEDOUT,1/30/20,751.422 CALD,213338098,300,a,143 pages :
BOOK,Color harmony for artists : how to transform inspiration into beautiful watercolor palettes and paintings /,"Calderon, Ana Victoria,",2020,11/15/19,Distribution Facility,$14.62 ,CHECKEDOUT,1/30/20,751.422 CALD,213338098,300,c,28 cm
BOOK,Disarmed : unconventional lessons from the world's only one-armed special forces sharpshooter /,"Ezagui, Izzy,",2018,11/15/19,Penrose Library,$21.12 ,BIOGRAPHY,12/28/19,956.9405 EZAG,212677942,300,a,"286 pages, 8 unnumbered pages of plates ;"
BOOK,Disarmed : unconventional lessons from the world's only one-armed special forces sharpshooter /,"Ezagui, Izzy,",2018,11/15/19,Penrose Library,$21.12 ,BIOGRAPHY,12/28/19,956.9405 EZAG,212677942,300,c,24 cm
BOOK,Disarmed : unconventional lessons from the world's only one-armed special forces sharpshooter /,"Ezagui, Izzy,",2018,11/15/19,Library 21c,$21.12 ,BIOGRAPHY,1/7/20,956.9405 EZAG,212676852,300,a,"286 pages, 8 unnumbered pages of plates ;"
BOOK,Disarmed : unconventional lessons from the world's only one-armed special forces sharpshooter /,"Ezagui, Izzy,",2018,11/15/19,Library 21c,$21.12 ,BIOGRAPHY,1/7/20,956.9405 EZAG,212676852,300,c,24 cm
BOOK,"Divorce, simply stated : how to achieve more, worry less, and save money in your divorce /","Sarezky, Larry,",2019,11/15/19,Sand Creek Library,$13.74 ,NEW,12/26/19,346.7301 SARE 2019,213331523,300,a,"xxii, 354 pages :"
BOOK,"Divorce, simply stated : how to achieve more, worry less, and save money in your divorce /","Sarezky, Larry,",2019,11/15/19,Sand Creek Library,$13.74 ,NEW,12/26/19,346.7301 SARE 2019,213331523,300,c,23 cm
BOOK,"Divorce, simply stated : how to achieve more, worry less, and save money in your divorce /","Sarezky, Larry,",2019,11/15/19,Cheyenne Mountain Library,$13.74 ,NEW,1/29/20,346.7301 SARE 2019,213331531,300,a,"xxii, 354 pages :"
BOOK,"Divorce, simply stated : how to achieve more, worry less, and save money in your divorce /","Sarezky, Larry,",2019,11/15/19,Cheyenne Mountain Library,$13.74 ,NEW,1/29/20,346.7301 SARE 2019,213331531,300,c,23 cm
BOOK,"The Doha experiment : Arab kingdom, Catholic college, Jewish teacher /","Wasserman, Gary,",2017,11/15/19,Library 21c,$13.09 ,NONFIC,12/12/19,953.63 WASS,213339039,300,a,"xix, 260 pages, 8 unnumbered pages of plates :"
BOOK,"The Doha experiment : Arab kingdom, Catholic college, Jewish teacher /","Wasserman, Gary,",2017,11/15/19,Library 21c,$13.09 ,NONFIC,12/12/19,953.63 WASS,213339039,300,c,24 cm
BOOK,"The Doha experiment : Arab kingdom, Catholic college, Jewish teacher /","Wasserman, Gary,",2017,11/15/19,East Library,$13.09 ,NONFIC,12/12/19,953.63 WASS,213339021,300,a,"xix, 260 pages, 8 unnumbered pages of plates :"
BOOK,"The Doha experiment : Arab kingdom, Catholic college, Jewish teacher /","Wasserman, Gary,",2017,11/15/19,East Library,$13.09 ,NONFIC,12/12/19,953.63 WASS,213339021,300,c,24 cm
BOOK,Elie Wiesel : an extraordinary life and legacy /,,2019,11/15/19,Distribution Facility,$20.48 ,CHECKEDOUT,1/30/20,813.54 WIES,213337629,300,a,176 pages :
BOOK,Elie Wiesel : an extraordinary life and legacy /,,2019,11/15/19,Distribution Facility,$20.48 ,CHECKEDOUT,1/30/20,813.54 WIES,213337629,300,c,28 cm
BOOK,Essential retirement planning for solo agers : a retirement and aging roadmap for single and childless adults /,"Geber, Sara Zeff,",2018,11/15/19,Distribution Facility,$11.69 ,CHECKEDOUT,1/20/20,332.024014 GEBE,213338171,300,a,321 pages :
BOOK,Essential retirement planning for solo agers : a retirement and aging roadmap for single and childless adults /,"Geber, Sara Zeff,",2018,11/15/19,Distribution Facility,$11.69 ,CHECKEDOUT,1/20/20,332.024014 GEBE,213338171,300,c,23 cm
BOOK,Essential retirement planning for solo agers : a retirement and aging roadmap for single and childless adults /,"Geber, Sara Zeff,",2018,11/15/19,Library 21c,$11.69 ,NEW,2/3/20,332.024014 GEBE,213338189,300,a,321 pages :
BOOK,Essential retirement planning for solo agers : a retirement and aging roadmap for single and childless adults /,"Geber, Sara Zeff,",2018,11/15/19,Library 21c,$11.69 ,NEW,2/3/20,332.024014 GEBE,213338189,300,c,23 cm
BOOK,Fancy af cocktails : drink recipes from a couple of professional drinkers /,"Madix, Ariana,",2019,11/15/19,Distribution Facility,$13.09 ,CHECKEDOUT,1/30/20,641.874 MADI,213338585,300,a,207 pages :
BOOK,Fancy af cocktails : drink recipes from a couple of professional drinkers /,"Madix, Ariana,",2019,11/15/19,Distribution Facility,$13.09 ,CHECKEDOUT,1/30/20,641.874 MADI,213338585,300,c,23 cm
BOOK,Fancy af cocktails : drink recipes from a couple of professional drinkers /,"Madix, Ariana,",2019,11/15/19,Sand Creek Library,$13.09 ,CHECKEDOUT,2/2/20,641.874 MADI,213338577,300,a,207 pages :
BOOK,Fancy af cocktails : drink recipes from a couple of professional drinkers /,"Madix, Ariana,",2019,11/15/19,Sand Creek Library,$13.09 ,CHECKEDOUT,2/2/20,641.874 MADI,213338577,300,c,23 cm
BOOK,Fancy af cocktails : drink recipes from a couple of professional drinkers /,"Madix, Ariana,",2019,11/15/19,East Library,$13.09 ,NEW,2/1/20,641.874 MADI,213337173,300,a,207 pages :
BOOK,Fancy af cocktails : drink recipes from a couple of professional drinkers /,"Madix, Ariana,",2019,11/15/19,East Library,$13.09 ,NEW,2/1/20,641.874 MADI,213337173,300,c,23 cm
BOOK,From generation to generation : healing intergenerational trauma through storytelling /,"Cohen, Emily Wanderer,",2018,11/15/19,Distribution Facility,$8.75 ,CHECKEDOUT,1/30/20,616.8521 COHE,213331457,300,a,"xxii, 130 pages :"
BOOK,From generation to generation : healing intergenerational trauma through storytelling /,"Cohen, Emily Wanderer,",2018,11/15/19,Distribution Facility,$8.75 ,CHECKEDOUT,1/30/20,616.8521 COHE,213331457,300,c,18 cm
BOOK,From generation to generation : healing intergenerational trauma through storytelling /,"Cohen, Emily Wanderer,",2018,11/15/19,East Library,$8.75 ,CHECKEDOUT,1/24/20,616.8521 COHE,213331465,300,a,"xxii, 130 pages :"
BOOK,From generation to generation : healing intergenerational trauma through storytelling /,"Cohen, Emily Wanderer,",2018,11/15/19,East Library,$8.75 ,CHECKEDOUT,1/24/20,616.8521 COHE,213331465,300,c,18 cm
BOOK,"The gut-friendly cookbook : delicious, low-fodmap, gluten-free, allergy-friendly recipes for a happy tummy /","Scott, Alana,",2019,11/15/19,Distribution Facility,$13.43 ,CHECKEDOUT,1/28/20,641.563 SCOT,213678527,300,a,224 pages :
BOOK,"The gut-friendly cookbook : delicious, low-fodmap, gluten-free, allergy-friendly recipes for a happy tummy /","Scott, Alana,",2019,11/15/19,Distribution Facility,$13.43 ,CHECKEDOUT,1/28/20,641.563 SCOT,213678527,300,c,25 cm
BOOK,"The gut-friendly cookbook : delicious, low-fodmap, gluten-free, allergy-friendly recipes for a happy tummy /","Scott, Alana,",2019,11/15/19,Monument Library,$13.43 ,CHECKEDOUT,1/25/20,641.563 SCOT,213678535,300,a,224 pages :
BOOK,"The gut-friendly cookbook : delicious, low-fodmap, gluten-free, allergy-friendly recipes for a happy tummy /","Scott, Alana,",2019,11/15/19,Monument Library,$13.43 ,CHECKEDOUT,1/25/20,641.563 SCOT,213678535,300,c,25 cm
BOOK,"The gut-friendly cookbook : delicious, low-fodmap, gluten-free, allergy-friendly recipes for a happy tummy /","Scott, Alana,",2019,11/15/19,Library 21c,$13.43 ,CHECKEDOUT,1/21/20,641.563 SCOT,213678543,300,a,224 pages :
BOOK,"The gut-friendly cookbook : delicious, low-fodmap, gluten-free, allergy-friendly recipes for a happy tummy /","Scott, Alana,",2019,11/15/19,Library 21c,$13.43 ,CHECKEDOUT,1/21/20,641.563 SCOT,213678543,300,c,25 cm
BOOK,How to make it in the new music business : practical tips on building a loyal following and making a living as a musician /,"Herstand, Ari,",2020,11/15/19,East Library,$15.69 ,CHECKEDOUT,2/4/20,780.23 HERS 2020,213338163,300,a,"xx, 502 pages :"
BOOK,How to make it in the new music business : practical tips on building a loyal following and making a living as a musician /,"Herstand, Ari,",2020,11/15/19,East Library,$15.69 ,CHECKEDOUT,2/4/20,780.23 HERS 2020,213338163,300,c,25 cm
BOOK,How to make it in the new music business : practical tips on building a loyal following and making a living as a musician /,"Herstand, Ari,",2020,11/15/19,Cheyenne Mountain Library,$15.69 ,NEW,1/27/20,780.23 HERS 2020,213338155,300,a,"xx, 502 pages :"
BOOK,How to make it in the new music business : practical tips on building a loyal following and making a living as a musician /,"Herstand, Ari,",2020,11/15/19,Cheyenne Mountain Library,$15.69 ,NEW,1/27/20,780.23 HERS 2020,213338155,300,c,25 cm
BOOK,Modern manhood : conversations about the complicated world of being a good man today /,"Stiller, Cleo,",2019,11/15/19,Library 21c,$13.62 ,HOLDS-HOLL,2/3/20,305.31 STIL,213337496,300,a,209 pages ;
BOOK,Modern manhood : conversations about the complicated world of being a good man today /,"Stiller, Cleo,",2019,11/15/19,Library 21c,$13.62 ,HOLDS-HOLL,2/3/20,305.31 STIL,213337496,300,c,22 cm
BOOK,Modern manhood : conversations about the complicated world of being a good man today /,"Stiller, Cleo,",2019,11/15/19,Old Colorado City Library,$13.62 ,CHECKEDOUT,2/1/20,305.31 STIL,213337488,300,a,209 pages ;
BOOK,Modern manhood : conversations about the complicated world of being a good man today /,"Stiller, Cleo,",2019,11/15/19,Old Colorado City Library,$13.62 ,CHECKEDOUT,2/1/20,305.31 STIL,213337488,300,c,22 cm
BOOK,Modern rug hooking : 22 punch needle projects for crafting a beautiful home /,"Pearlman, Rose,",2019,11/15/19,Distribution Facility,$13.43 ,HOLDS-21C,2/3/20,746.74 PEAR,213336514,300,a,156 pages :
BOOK,Modern rug hooking : 22 punch needle projects for crafting a beautiful home /,"Pearlman, Rose,",2019,11/15/19,Distribution Facility,$13.43 ,HOLDS-21C,2/3/20,746.74 PEAR,213336514,300,c,24 cm
BOOK,Modern rug hooking : 22 punch needle projects for crafting a beautiful home /,"Pearlman, Rose,",2019,11/15/19,Mobile Libraries,$13.43 ,CHECKEDOUT,2/3/20,746.74 PEAR,213336506,300,a,156 pages :
BOOK,Modern rug hooking : 22 punch needle projects for crafting a beautiful home /,"Pearlman, Rose,",2019,11/15/19,Mobile Libraries,$13.43 ,CHECKEDOUT,2/3/20,746.74 PEAR,213336506,300,c,24 cm
BOOK,The narcissist in your life : recognizing the patterns and learning to break free /,"Hall, Julie L.,",2020,11/15/19,Distribution Facility,$9.94 ,INTRANSIT,2/4/20,616.85854 HALL,213337421,300,a,298 pages ;
BOOK,The narcissist in your life : recognizing the patterns and learning to break free /,"Hall, Julie L.,",2020,11/15/19,Distribution Facility,$9.94 ,INTRANSIT,2/4/20,616.85854 HALL,213337421,300,c,23 cm
BOOK,The narcissist in your life : recognizing the patterns and learning to break free /,"Hall, Julie L.,",2020,11/15/19,Distribution Facility,$9.94 ,CHECKEDOUT,1/10/20,616.85854 HALL,213337413,300,a,298 pages ;
BOOK,The narcissist in your life : recognizing the patterns and learning to break free /,"Hall, Julie L.,",2020,11/15/19,Distribution Facility,$9.94 ,CHECKEDOUT,1/10/20,616.85854 HALL,213337413,300,c,23 cm
BOOK,The narcissist in your life : recognizing the patterns and learning to break free /,"Hall, Julie L.,",2020,11/15/19,Distribution Facility,$9.94 ,CHECKEDOUT,1/27/20,616.85854 HALL,213337439,300,a,298 pages ;
BOOK,The narcissist in your life : recognizing the patterns and learning to break free /,"Hall, Julie L.,",2020,11/15/19,Distribution Facility,$9.94 ,CHECKEDOUT,1/27/20,616.85854 HALL,213337439,300,c,23 cm
BOOK,Necessary noise : how Donald Trump inflames the culture war and why this is good for America /,"Parker, Star,",2019,11/15/19,East Library,$13.62 ,HOLDS-OCC,2/3/20,323.042 PARK,213336399,300,a,"xiii, 205 pages ;"
BOOK,Necessary noise : how Donald Trump inflames the culture war and why this is good for America /,"Parker, Star,",2019,11/15/19,East Library,$13.62 ,HOLDS-OCC,2/3/20,323.042 PARK,213336399,300,c,22 cm
BOOK,Necessary noise : how Donald Trump inflames the culture war and why this is good for America /,"Parker, Star,",2019,11/15/19,East Library,$13.62 ,CHECKEDOUT,1/14/20,323.042 PARK,213336407,300,a,"xiii, 205 pages ;"
BOOK,Necessary noise : how Donald Trump inflames the culture war and why this is good for America /,"Parker, Star,",2019,11/15/19,East Library,$13.62 ,CHECKEDOUT,1/14/20,323.042 PARK,213336407,300,c,22 cm
BOOK,Necessary noise : how Donald Trump inflames the culture war and why this is good for America /,"Parker, Star,",2019,11/15/19,Monument Library,$13.62 ,CHECKEDOUT,1/18/20,323.042 PARK,213336381,300,a,"xiii, 205 pages ;"
BOOK,Necessary noise : how Donald Trump inflames the culture war and why this is good for America /,"Parker, Star,",2019,11/15/19,Monument Library,$13.62 ,CHECKEDOUT,1/18/20,323.042 PARK,213336381,300,c,22 cm
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,Distribution Facility,$4.79 ,CHECKEDOUT,1/30/20,305 BONG,213336274,300,a,60 pages :
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,Distribution Facility,$4.79 ,CHECKEDOUT,1/30/20,305 BONG,213336274,300,c,18 cm
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,Distribution Facility,$4.79 ,CHECKEDOUT,2/4/20,305 BONG,213336266,300,a,60 pages :
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,Distribution Facility,$4.79 ,CHECKEDOUT,2/4/20,305 BONG,213336266,300,c,18 cm
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,Library 21c,$4.79 ,NONFIC,12/16/19,305 BONG,213336308,300,a,60 pages :
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,Library 21c,$4.79 ,NONFIC,12/16/19,305 BONG,213336308,300,c,18 cm
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,East Library,$4.79 ,NONFIC,12/17/19,305 BONG,213336290,300,a,60 pages :
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,East Library,$4.79 ,NONFIC,12/17/19,305 BONG,213336290,300,c,18 cm
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,Penrose Library,$4.79 ,CHECKEDOUT,12/31/19,305 BONG,213336282,300,a,60 pages :
BOOK,A quick & easy guide to they/them pronouns /,"Bongiovanni, Archie,",2018,11/15/19,Penrose Library,$4.79 ,CHECKEDOUT,12/31/19,305 BONG,213336282,300,c,18 cm
BOOK,Stop being reasonable : how we really change our minds /,"Gordon-Smith, Eleanor,",2019,11/15/19,Distribution Facility,$13.62 ,HOLDS-PENR,2/4/20,121.6 GORD,213336373,300,a,225 pages ;
BOOK,Stop being reasonable : how we really change our minds /,"Gordon-Smith, Eleanor,",2019,11/15/19,Distribution Facility,$13.62 ,HOLDS-PENR,2/4/20,121.6 GORD,213336373,300,c,22 cm
BOOK,Stop being reasonable : how we really change our minds /,"Gordon-Smith, Eleanor,",2019,11/15/19,Distribution Facility,$13.62 ,CHECKEDOUT,2/1/20,121.6 GORD,213336365,300,a,225 pages ;
BOOK,Stop being reasonable : how we really change our minds /,"Gordon-Smith, Eleanor,",2019,11/15/19,Distribution Facility,$13.62 ,CHECKEDOUT,2/1/20,121.6 GORD,213336365,300,c,22 cm
BOOK,"Storyworthy : engage, teach, persuade, and change your life through the power of storytelling /","Dicks, Matthew,",2018,11/15/19,Library 21c,$9.92 ,NONFIC,1/26/20,372.677 DICK,213336357,300,a,"xviii, 348 pages ;"
BOOK,"Storyworthy : engage, teach, persuade, and change your life through the power of storytelling /","Dicks, Matthew,",2018,11/15/19,Library 21c,$9.92 ,NONFIC,1/26/20,372.677 DICK,213336357,300,c,22 cm
BOOK,"Storyworthy : engage, teach, persuade, and change your life through the power of storytelling /","Dicks, Matthew,",2018,11/15/19,East Library,$9.92 ,CHECKEDOUT,1/23/20,372.677 DICK,213336340,300,a,"xviii, 348 pages ;"
BOOK,"Storyworthy : engage, teach, persuade, and change your life through the power of storytelling /","Dicks, Matthew,",2018,11/15/19,East Library,$9.92 ,CHECKEDOUT,1/23/20,372.677 DICK,213336340,300,c,22 cm
BOOK,Supreme ambition : Brett Kavanaugh and the conservative takeover /,"Marcus, Ruth,",2019,11/15/19,Distribution Facility,$14.67 ,CHECKEDOUT,1/23/20,347.732634 MARC,213332968,300,a,"viii, 482 pages ;"
BOOK,Supreme ambition : Brett Kavanaugh and the conservative takeover /,"Marcus, Ruth,",2019,11/15/19,Distribution Facility,$14.67 ,CHECKEDOUT,1/23/20,347.732634 MARC,213332968,300,c,23 cm
BOOK,Supreme ambition : Brett Kavanaugh and the conservative takeover /,"Marcus, Ruth,",2019,11/15/19,Distribution Facility,$14.67 ,CHECKEDOUT,1/31/20,347.732634 MARC,213332976,300,a,"viii, 482 pages ;"
BOOK,Supreme ambition : Brett Kavanaugh and the conservative takeover /,"Marcus, Ruth,",2019,11/15/19,Distribution Facility,$14.67 ,CHECKEDOUT,1/31/20,347.732634 MARC,213332976,300,c,23 cm
BOOK,Supreme ambition : Brett Kavanaugh and the conservative takeover /,"Marcus, Ruth,",2019,11/15/19,Distribution Facility,$14.67 ,CHECKEDOUT,2/3/20,347.732634 MARC,213332984,300,a,"viii, 482 pages ;"
BOOK,Supreme ambition : Brett Kavanaugh and the conservative takeover /,"Marcus, Ruth,",2019,11/15/19,Distribution Facility,$14.67 ,CHECKEDOUT,2/3/20,347.732634 MARC,213332984,300,c,23 cm
BOOK,The way we all became the Brady bunch : how the canceled sitcom became the beloved pop culture icon we are still talking about today /,"Potts, Kimberly,",2019,11/15/19,East Library,$14.67 ,CHECKEDOUT,2/3/20,791.4572 BRAD,213338981,300,a,"xiv, 269 pages, 8 unnumbered pages of plates :"
BOOK,The way we all became the Brady bunch : how the canceled sitcom became the beloved pop culture icon we are still talking about today /,"Potts, Kimberly,",2019,11/15/19,East Library,$14.67 ,CHECKEDOUT,2/3/20,791.4572 BRAD,213338981,300,c,24 cm
BOOK,The way we all became the Brady bunch : how the canceled sitcom became the beloved pop culture icon we are still talking about today /,"Potts, Kimberly,",2019,11/15/19,Cheyenne Mountain Library,$14.67 ,CHECKEDOUT,1/25/20,791.4572 BRAD,213338999,300,a,"xiv, 269 pages, 8 unnumbered pages of plates :"
BOOK,The way we all became the Brady bunch : how the canceled sitcom became the beloved pop culture icon we are still talking about today /,"Potts, Kimberly,",2019,11/15/19,Cheyenne Mountain Library,$14.67 ,CHECKEDOUT,1/25/20,791.4572 BRAD,213338999,300,c,24 cm
BOOK,"When you Kant figure it out, ask a philosopher : timeless wisdom for modern dilemmas /","Robert, Marie,",2019,11/15/19,Distribution Facility,$10.48 ,CHECKEDOUT,2/2/20,158.1 ROBE,213338569,300,a,166 pages :
BOOK,"When you Kant figure it out, ask a philosopher : timeless wisdom for modern dilemmas /","Robert, Marie,",2019,11/15/19,Distribution Facility,$10.48 ,CHECKEDOUT,2/2/20,158.1 ROBE,213338569,300,c,19 cm
BOOK,"When you Kant figure it out, ask a philosopher : timeless wisdom for modern dilemmas /","Robert, Marie,",2019,11/15/19,Monument Library,$14.48 ,CHECKEDOUT,1/28/20,158.1 ROBE,213338551,300,a,166 pages :
BOOK,"When you Kant figure it out, ask a philosopher : timeless wisdom for modern dilemmas /","Robert, Marie,",2019,11/15/19,Monument Library,$14.48 ,CHECKEDOUT,1/28/20,158.1 ROBE,213338551,300,c,19 cm
LPBOOK,The collected short stories of Louis L'Amour.,"L'Amour, Louis,",2010,11/15/19,Old Colorado City Library,$22.00 ,CHECKEDOUT,1/30/20,LAMO,212678601,300,a,"viii, 853 pages (large print) ;"
LPBOOK,The collected short stories of Louis L'Amour.,"L'Amour, Louis,",2010,11/15/19,Old Colorado City Library,$22.00 ,CHECKEDOUT,1/30/20,LAMO,212678601,300,c,24 cm
LPBOOK,The collected short stories of Louis L'Amour.,"L'Amour, Louis,",2010,11/15/19,Fountain Library,$22.00 ,LPRINT,12/12/19,LAMO,212678593,300,a,"viii, 853 pages (large print) ;"
LPBOOK,The collected short stories of Louis L'Amour.,"L'Amour, Louis,",2010,11/15/19,Fountain Library,$22.00 ,LPRINT,12/12/19,LAMO,212678593,300,c,24 cm
BOOK,Alphonse Mucha /,,2014,11/15/19,Distribution Facility,$28.82 ,CHECKEDOUT,1/7/20,709.2 MUCH,213336209,300,a,355 pages :
BOOK,Alphonse Mucha /,,2014,11/15/19,Distribution Facility,$28.82 ,CHECKEDOUT,1/7/20,709.2 MUCH,213336209,300,c,32 cm
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/22/20,ROBE,141152700,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/22/20,ROBE,141152700,300,c,23 cm.
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,2/1/20,ROBE,141152703,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,2/1/20,ROBE,141152703,300,c,23 cm.
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/13/20,ROBE,141152707,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/13/20,ROBE,141152707,300,c,23 cm.
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,2/3/20,ROBE,141152706,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,2/3/20,ROBE,141152706,300,c,23 cm.
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/11/20,ROBE,141152702,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/11/20,ROBE,141152702,300,c,23 cm.
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/29/20,ROBE,141152701,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/29/20,ROBE,141152701,300,c,23 cm.
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/31/20,ROBE,141152698,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/31/20,ROBE,141152698,300,c,23 cm.
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,HOLDS-EAST,2/4/20,ROBE,141152699,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,HOLDS-EAST,2/4/20,ROBE,141152699,300,c,23 cm.
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/23/20,ROBE,141152704,300,a,671 pages (large print) ;
LPBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Distribution Facility,$29.24 ,CHECKEDOUT,1/23/20,ROBE,141152704,300,c,23 cm.
VANBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Lobby Stop Van,$29.24 ,HOLDS-VAN,1/22/20,ROBE,141152705,300,a,671 pages (large print) ;
VANBOOK,The rise of magicks,"Roberts, Nora,",2019,11/15/19,Lobby Stop Van,$29.24 ,HOLDS-VAN,1/22/20,ROBE,141152705,300,c,23 cm.
LPBOOK,Invitation only murder,"Meier, Leslie,",2019,11/15/19,Distribution Facility,$26.24 ,CHECKEDOUT,2/1/20,MEIE,141152709,300,a,335 pages (large print) ;
LPBOOK,Invitation only murder,"Meier, Leslie,",2019,11/15/19,Distribution Facility,$26.24 ,CHECKEDOUT,2/1/20,MEIE,141152709,300,c,23 cm.
LPBOOK,Invitation only murder,"Meier, Leslie,",2019,11/15/19,Distribution Facility,$26.24 ,HOLDS-VAN,1/9/20,MEIE,141152708,300,a,335 pages (large print) ;
LPBOOK,Invitation only murder,"Meier, Leslie,",2019,11/15/19,Distribution Facility,$26.24 ,HOLDS-VAN,1/9/20,MEIE,141152708,300,c,23 cm.
LPBOOK,The painted castle,"Cambron, Kristy,",2019,11/15/19,Distribution Facility,$23.24 ,CHECKEDOUT,1/12/20,CAMB,141152721,300,a,577 pages (large print) ;
LPBOOK,The painted castle,"Cambron, Kristy,",2019,11/15/19,Distribution Facility,$23.24 ,CHECKEDOUT,1/12/20,CAMB,141152721,300,c,23 cm.
